transcript_id	gene_id	filepath
ENST00000624866.1	ENSG00000280294.1	chr8/ENST00000624866.1_predictions.tsv
ENST00000532453.1	ENSG00000254839.1	chr8/ENST00000532453.1_predictions.tsv
ENST00000602575.1	ENSG00000269918.1	chr8/ENST00000602575.1_predictions.tsv
ENST00000530248.2	ENSG00000255310.2	chr8/ENST00000530248.2_predictions.tsv
ENST00000526648.2	ENSG00000254936.4	chr8/ENST00000526648.2_predictions.tsv
ENST00000531549.1	ENSG00000254556.1	chr8/ENST00000531549.1_predictions.tsv
ENST00000602443.1	ENSG00000270076.1	chr8/ENST00000602443.1_predictions.tsv
ENST00000443854.2	ENSG00000236827.3	chr8/ENST00000443854.2_predictions.tsv
ENST00000498997.3	ENSG00000246477.3	chr8/ENST00000498997.3_predictions.tsv
ENST00000525867.2	ENSG00000255020.2	chr8/ENST00000525867.2_predictions.tsv
ENST00000624614.1	ENSG00000184608.10	chr8/ENST00000624614.1_predictions.tsv
ENST00000602626.2	ENSG00000269954.2	chr8/ENST00000602626.2_predictions.tsv
ENST00000304233.3	ENSG00000170983.4	chr8/ENST00000304233.3_predictions.tsv
ENST00000533405.2	ENSG00000255046.2	chr8/ENST00000533405.2_predictions.tsv
ENST00000434078.3	ENSG00000255052.6	chr8/ENST00000434078.3_predictions.tsv
ENST00000525829.2	ENSG00000227888.5	chr8/ENST00000525829.2_predictions.tsv
ENST00000602981.1	ENSG00000270074.1	chr8/ENST00000602981.1_predictions.tsv
ENST00000534827.5	ENSG00000254813.6	chr8/ENST00000534827.5_predictions.tsv
ENST00000530150.3	ENSG00000255494.3	chr8/ENST00000530150.3_predictions.tsv
ENST00000523495.1	ENSG00000253932.1	chr8/ENST00000523495.1_predictions.tsv
ENST00000525673.2	ENSG00000254753.2	chr8/ENST00000525673.2_predictions.tsv
ENST00000527110.2	ENSG00000254575.2	chr8/ENST00000527110.2_predictions.tsv
ENST00000532973.2	ENSG00000255076.2	chr8/ENST00000532973.2_predictions.tsv
ENST00000517369.1	ENSG00000253648.1	chr8/ENST00000517369.1_predictions.tsv
ENST00000521055.1	ENSG00000253184.2	chr8/ENST00000521055.1_predictions.tsv
ENST00000521411.2	ENSG00000253496.4	chr8/ENST00000521411.2_predictions.tsv
ENST00000513892.3	ENSG00000249258.3	chr8/ENST00000513892.3_predictions.tsv
ENST00000623309.1	ENSG00000279271.1	chr8/ENST00000623309.1_predictions.tsv
ENST00000624786.1	ENSG00000280453.1	chr8/ENST00000624786.1_predictions.tsv
ENST00000623580.1	ENSG00000279903.1	chr8/ENST00000623580.1_predictions.tsv
ENST00000624433.1	ENSG00000279932.1	chr8/ENST00000624433.1_predictions.tsv
ENST00000517454.1	ENSG00000253168.2	chr8/ENST00000517454.1_predictions.tsv
ENST00000522768.1	ENSG00000253944.1	chr8/ENST00000522768.1_predictions.tsv
ENST00000519368.1	ENSG00000253215.1	chr8/ENST00000519368.1_predictions.tsv
ENST00000519038.3	ENSG00000254054.4	chr8/ENST00000519038.3_predictions.tsv
ENST00000499554.6	ENSG00000245281.10	chr8/ENST00000499554.6_predictions.tsv
ENST00000524252.1	ENSG00000187229.3	chr8/ENST00000524252.1_predictions.tsv
ENST00000623639.1	ENSG00000278886.1	chr8/ENST00000623639.1_predictions.tsv
ENST00000522670.1	ENSG00000253335.1	chr8/ENST00000522670.1_predictions.tsv
ENST00000517949.5	ENSG00000253557.7	chr8/ENST00000517949.5_predictions.tsv
ENST00000518324.2	ENSG00000254242.3	chr8/ENST00000518324.2_predictions.tsv
ENST00000519185.1	ENSG00000254201.2	chr8/ENST00000519185.1_predictions.tsv
ENST00000521016.1	ENSG00000253280.1	chr8/ENST00000521016.1_predictions.tsv
ENST00000624331.1	ENSG00000279919.1	chr8/ENST00000624331.1_predictions.tsv
ENST00000623082.1	ENSG00000279858.1	chr8/ENST00000623082.1_predictions.tsv
ENST00000519803.2	ENSG00000253270.2	chr8/ENST00000519803.2_predictions.tsv
ENST00000519197.2	ENSG00000253775.3	chr8/ENST00000519197.2_predictions.tsv
ENST00000523103.1	ENSG00000253733.3	chr8/ENST00000523103.1_predictions.tsv
ENST00000521139.1	ENSG00000253164.6	chr8/ENST00000521139.1_predictions.tsv
ENST00000518687.1	ENSG00000253300.3	chr8/ENST00000518687.1_predictions.tsv
ENST00000523496.1	ENSG00000254260.1	chr8/ENST00000523496.1_predictions.tsv
ENST00000518967.2	ENSG00000254092.5	chr8/ENST00000518967.2_predictions.tsv
ENST00000523852.5	ENSG00000253147.5	chr8/ENST00000523852.5_predictions.tsv
ENST00000519605.1	ENSG00000254026.1	chr8/ENST00000519605.1_predictions.tsv
ENST00000522604.1	ENSG00000253199.2	chr8/ENST00000522604.1_predictions.tsv
ENST00000517994.1	ENSG00000254040.3	chr8/ENST00000517994.1_predictions.tsv
ENST00000623880.1	ENSG00000280215.1	chr8/ENST00000623880.1_predictions.tsv
ENST00000519996.2	ENSG00000254334.3	chr8/ENST00000519996.2_predictions.tsv
ENST00000619681.1	ENSG00000177725.6	chr8/ENST00000619681.1_predictions.tsv
ENST00000523556.2	ENSG00000254064.2	chr8/ENST00000523556.2_predictions.tsv
ENST00000514980.1	ENSG00000251034.2	chr8/ENST00000514980.1_predictions.tsv
ENST00000517384.1	ENSG00000254230.2	chr8/ENST00000517384.1_predictions.tsv
ENST00000521025.1	ENSG00000253200.1	chr8/ENST00000521025.1_predictions.tsv
ENST00000566457.1	ENSG00000261026.1	chr8/ENST00000566457.1_predictions.tsv
ENST00000523627.1	ENSG00000253125.1	chr8/ENST00000523627.1_predictions.tsv
ENST00000511897.5	ENSG00000248738.6	chr8/ENST00000511897.5_predictions.tsv
ENST00000522805.1	ENSG00000253142.2	chr8/ENST00000522805.1_predictions.tsv
ENST00000502083.2	ENSG00000245025.4	chr8/ENST00000502083.2_predictions.tsv
ENST00000501897.1	ENSG00000246130.2	chr8/ENST00000501897.1_predictions.tsv
ENST00000523806.1	ENSG00000253616.5	chr8/ENST00000523806.1_predictions.tsv
ENST00000518308.1	ENSG00000253930.1	chr8/ENST00000518308.1_predictions.tsv
ENST00000517774.2	ENSG00000246582.4	chr8/ENST00000517774.2_predictions.tsv
ENST00000511929.2	ENSG00000250714.4	chr8/ENST00000511929.2_predictions.tsv
ENST00000519692.1	ENSG00000253837.1	chr8/ENST00000519692.1_predictions.tsv
ENST00000521021.1	ENSG00000253390.1	chr8/ENST00000521021.1_predictions.tsv
ENST00000518590.2	ENSG00000253986.2	chr8/ENST00000518590.2_predictions.tsv
ENST00000523874.1	ENSG00000253471.2	chr8/ENST00000523874.1_predictions.tsv
ENST00000520375.1	ENSG00000254002.5	chr8/ENST00000520375.1_predictions.tsv
ENST00000518988.5	ENSG00000253535.6	chr8/ENST00000518988.5_predictions.tsv
ENST00000519364.5	ENSG00000253643.7	chr8/ENST00000519364.5_predictions.tsv
ENST00000607058.3	ENSG00000272163.3	chr8/ENST00000607058.3_predictions.tsv
ENST00000607735.3	ENSG00000272157.3	chr8/ENST00000607735.3_predictions.tsv
ENST00000522570.1	ENSG00000253832.2	chr8/ENST00000522570.1_predictions.tsv
ENST00000523840.1	ENSG00000253476.1	chr8/ENST00000523840.1_predictions.tsv
ENST00000517964.1	ENSG00000253100.3	chr8/ENST00000517964.1_predictions.tsv
ENST00000522524.1	ENSG00000253342.1	chr8/ENST00000522524.1_predictions.tsv
ENST00000520386.2	ENSG00000254178.2	chr8/ENST00000520386.2_predictions.tsv
ENST00000522547.1	ENSG00000253430.1	chr8/ENST00000522547.1_predictions.tsv
ENST00000518031.1	ENSG00000254362.1	chr8/ENST00000518031.1_predictions.tsv
ENST00000521869.2	ENSG00000253903.2	chr8/ENST00000521869.2_predictions.tsv
ENST00000521408.3	ENSG00000253888.3	chr8/ENST00000521408.3_predictions.tsv
ENST00000623825.1	ENSG00000279302.3	chr8/ENST00000623825.1_predictions.tsv
ENST00000521510.2	ENSG00000253875.3	chr8/ENST00000521510.2_predictions.tsv
ENST00000517735.1	ENSG00000253397.2	chr8/ENST00000517735.1_predictions.tsv
ENST00000521731.1	ENSG00000253690.2	chr8/ENST00000521731.1_predictions.tsv
ENST00000522589.1	ENSG00000254370.1	chr8/ENST00000522589.1_predictions.tsv
ENST00000523935.2	ENSG00000253567.2	chr8/ENST00000523935.2_predictions.tsv
ENST00000520023.1	ENSG00000246339.7	chr8/ENST00000520023.1_predictions.tsv
ENST00000520055.1	ENSG00000254034.2	chr8/ENST00000520055.1_predictions.tsv
ENST00000558292.1	ENSG00000259196.1	chr8/ENST00000558292.1_predictions.tsv
ENST00000560865.1	ENSG00000259366.3	chr8/ENST00000560865.1_predictions.tsv
ENST00000560714.1	ENSG00000259607.1	chr8/ENST00000560714.1_predictions.tsv
ENST00000523661.1	ENSG00000254129.2	chr8/ENST00000523661.1_predictions.tsv
ENST00000567818.1	ENSG00000260253.2	chr8/ENST00000567818.1_predictions.tsv
ENST00000521101.1	ENSG00000253632.2	chr8/ENST00000521101.1_predictions.tsv
ENST00000522028.1	ENSG00000253182.2	chr8/ENST00000522028.1_predictions.tsv
ENST00000624233.1	ENSG00000280147.1	chr8/ENST00000624233.1_predictions.tsv
ENST00000506121.3	ENSG00000251191.9	chr8/ENST00000506121.3_predictions.tsv
ENST00000517491.1	ENSG00000253490.5	chr8/ENST00000517491.1_predictions.tsv
ENST00000507496.5	ENSG00000248964.8	chr8/ENST00000507496.5_predictions.tsv
ENST00000522967.1	ENSG00000254086.2	chr8/ENST00000522967.1_predictions.tsv
ENST00000521908.1	ENSG00000253604.1	chr8/ENST00000521908.1_predictions.tsv
ENST00000524059.5	ENSG00000253279.7	chr8/ENST00000524059.5_predictions.tsv
ENST00000606596.1	ENSG00000272256.1	chr8/ENST00000606596.1_predictions.tsv
ENST00000607315.3	ENSG00000271869.3	chr8/ENST00000607315.3_predictions.tsv
ENST00000523733.1	ENSG00000253708.1	chr8/ENST00000523733.1_predictions.tsv
ENST00000606555.1	ENSG00000272375.1	chr8/ENST00000606555.1_predictions.tsv
ENST00000517521.5	ENSG00000254109.7	chr8/ENST00000517521.5_predictions.tsv
ENST00000623026.1	ENSG00000279041.1	chr8/ENST00000623026.1_predictions.tsv
ENST00000522640.1	ENSG00000253112.1	chr8/ENST00000522640.1_predictions.tsv
ENST00000523365.1	ENSG00000253961.1	chr8/ENST00000523365.1_predictions.tsv
ENST00000524022.1	ENSG00000253377.3	chr8/ENST00000524022.1_predictions.tsv
ENST00000520391.1	ENSG00000253275.1	chr8/ENST00000520391.1_predictions.tsv
ENST00000523743.2	ENSG00000253974.7	chr8/ENST00000523743.2_predictions.tsv
ENST00000519023.1	ENSG00000254049.3	chr8/ENST00000519023.1_predictions.tsv
ENST00000500843.2	ENSG00000247134.9	chr8/ENST00000500843.2_predictions.tsv
ENST00000606064.2	ENSG00000272338.2	chr8/ENST00000606064.2_predictions.tsv
ENST00000523336.2	ENSG00000253642.7	chr8/ENST00000523336.2_predictions.tsv
ENST00000518163.6	ENSG00000254194.6	chr8/ENST00000518163.6_predictions.tsv
ENST00000518217.2	ENSG00000254302.3	chr8/ENST00000518217.2_predictions.tsv
ENST00000522460.1	ENSG00000253108.1	chr8/ENST00000522460.1_predictions.tsv
ENST00000518178.1	ENSG00000254033.1	chr8/ENST00000518178.1_predictions.tsv
ENST00000519189.2	ENSG00000254344.4	chr8/ENST00000519189.2_predictions.tsv
ENST00000623193.1	ENSG00000279099.1	chr8/ENST00000623193.1_predictions.tsv
ENST00000523748.2	ENSG00000253452.7	chr8/ENST00000523748.2_predictions.tsv
ENST00000518181.2	ENSG00000253524.2	chr8/ENST00000518181.2_predictions.tsv
ENST00000519451.2	ENSG00000253363.8	chr8/ENST00000519451.2_predictions.tsv
ENST00000523411.1	ENSG00000254038.1	chr8/ENST00000523411.1_predictions.tsv
ENST00000624599.1	ENSG00000253123.5	chr8/ENST00000624599.1_predictions.tsv
ENST00000520431.1	ENSG00000253746.1	chr8/ENST00000520431.1_predictions.tsv
ENST00000519738.5	ENSG00000253161.8	chr8/ENST00000519738.5_predictions.tsv
ENST00000517897.1	ENSG00000253388.1	chr8/ENST00000517897.1_predictions.tsv
ENST00000522643.4	ENSG00000254111.4	chr8/ENST00000522643.4_predictions.tsv
ENST00000519978.1	ENSG00000253344.1	chr8/ENST00000519978.1_predictions.tsv
ENST00000523507.2	ENSG00000253181.3	chr8/ENST00000523507.2_predictions.tsv
ENST00000330539.2	ENSG00000183154.2	chr8/ENST00000330539.2_predictions.tsv
ENST00000622942.1	ENSG00000280064.1	chr8/ENST00000622942.1_predictions.tsv
ENST00000563059.1	ENSG00000260949.1	chr8/ENST00000563059.1_predictions.tsv
ENST00000607091.1	ENSG00000272128.1	chr8/ENST00000607091.1_predictions.tsv
ENST00000476186.2	ENSG00000240015.2	chr8/ENST00000476186.2_predictions.tsv
ENST00000520598.1	ENSG00000253356.1	chr8/ENST00000520598.1_predictions.tsv
ENST00000529325.1	ENSG00000255487.1	chr8/ENST00000529325.1_predictions.tsv
ENST00000527912.1	ENSG00000254898.1	chr8/ENST00000527912.1_predictions.tsv
ENST00000607047.1	ENSG00000272092.1	chr8/ENST00000607047.1_predictions.tsv
ENST00000606593.1	ENSG00000272159.1	chr8/ENST00000606593.1_predictions.tsv
ENST00000528407.1	ENSG00000255201.1	chr8/ENST00000528407.1_predictions.tsv
ENST00000521623.1	ENSG00000253361.4	chr8/ENST00000521623.1_predictions.tsv
ENST00000521511.1	ENSG00000254321.3	chr8/ENST00000521511.1_predictions.tsv
ENST00000518535.1	ENSG00000253586.1	chr8/ENST00000518535.1_predictions.tsv
ENST00000459965.2	ENSG00000253829.1	chr8/ENST00000459965.2_predictions.tsv
ENST00000520863.1	ENSG00000253645.1	chr8/ENST00000520863.1_predictions.tsv
ENST00000517623.1	ENSG00000253939.1	chr8/ENST00000517623.1_predictions.tsv
ENST00000520185.1	ENSG00000253838.1	chr8/ENST00000520185.1_predictions.tsv
ENST00000522970.1	ENSG00000254287.1	chr8/ENST00000522970.1_predictions.tsv
ENST00000521257.1	ENSG00000253665.3	chr8/ENST00000521257.1_predictions.tsv
ENST00000521030.2	ENSG00000253802.3	chr8/ENST00000521030.2_predictions.tsv
ENST00000518722.2	ENSG00000253354.2	chr8/ENST00000518722.2_predictions.tsv
ENST00000606398.1	ENSG00000272479.1	chr8/ENST00000606398.1_predictions.tsv
ENST00000518428.1	ENSG00000254383.1	chr8/ENST00000518428.1_predictions.tsv
ENST00000517495.1	ENSG00000253509.1	chr8/ENST00000517495.1_predictions.tsv
ENST00000521725.2	ENSG00000253396.2	chr8/ENST00000521725.2_predictions.tsv
ENST00000523081.2	ENSG00000253133.2	chr8/ENST00000523081.2_predictions.tsv
ENST00000524133.1	ENSG00000253174.2	chr8/ENST00000524133.1_predictions.tsv
ENST00000581909.1	ENSG00000264578.1	chr8/ENST00000581909.1_predictions.tsv
ENST00000522388.1	ENSG00000253389.3	chr8/ENST00000522388.1_predictions.tsv
ENST00000563810.1	ENSG00000260588.1	chr8/ENST00000563810.1_predictions.tsv
ENST00000605981.2	ENSG00000271938.2	chr8/ENST00000605981.2_predictions.tsv
ENST00000564481.1	ENSG00000261449.2	chr8/ENST00000564481.1_predictions.tsv
ENST00000523459.6	ENSG00000253408.7	chr8/ENST00000523459.6_predictions.tsv
ENST00000522190.1	ENSG00000254165.1	chr8/ENST00000522190.1_predictions.tsv
ENST00000527318.1	ENSG00000255101.1	chr8/ENST00000527318.1_predictions.tsv
ENST00000521715.7	ENSG00000253314.8	chr8/ENST00000521715.7_predictions.tsv
ENST00000524012.3	ENSG00000253745.3	chr8/ENST00000524012.3_predictions.tsv
ENST00000519032.1	ENSG00000253782.3	chr8/ENST00000519032.1_predictions.tsv
ENST00000528139.1	ENSG00000255366.2	chr8/ENST00000528139.1_predictions.tsv
ENST00000602578.1	ENSG00000269924.1	chr8/ENST00000602578.1_predictions.tsv
ENST00000622926.1	ENSG00000279881.1	chr8/ENST00000622926.1_predictions.tsv
ENST00000521359.3	ENSG00000253140.3	chr8/ENST00000521359.3_predictions.tsv
ENST00000522575.1	ENSG00000253608.3	chr8/ENST00000522575.1_predictions.tsv
ENST00000524011.2	ENSG00000253688.3	chr8/ENST00000524011.2_predictions.tsv
ENST00000430626.2	ENSG00000233858.5	chr8/ENST00000430626.2_predictions.tsv
ENST00000523038.1	ENSG00000253702.2	chr8/ENST00000523038.1_predictions.tsv
ENST00000521660.2	ENSG00000253455.2	chr8/ENST00000521660.2_predictions.tsv
ENST00000518620.1	ENSG00000253892.1	chr8/ENST00000518620.1_predictions.tsv
ENST00000519828.3	ENSG00000253474.3	chr8/ENST00000519828.3_predictions.tsv
ENST00000518854.2	ENSG00000253380.2	chr8/ENST00000518854.2_predictions.tsv
ENST00000520800.1	ENSG00000253206.1	chr8/ENST00000520800.1_predictions.tsv
ENST00000603280.1	ENSG00000271148.1	chr8/ENST00000603280.1_predictions.tsv
ENST00000523907.2	ENSG00000253849.2	chr8/ENST00000523907.2_predictions.tsv
ENST00000521294.1	ENSG00000253664.1	chr8/ENST00000521294.1_predictions.tsv
ENST00000605991.1	ENSG00000272076.1	chr8/ENST00000605991.1_predictions.tsv
ENST00000518507.1	ENSG00000253475.1	chr8/ENST00000518507.1_predictions.tsv
ENST00000521612.2	ENSG00000228801.9	chr8/ENST00000521612.2_predictions.tsv
ENST00000607201.1	ENSG00000272024.1	chr8/ENST00000607201.1_predictions.tsv
ENST00000523810.1	ENSG00000254136.1	chr8/ENST00000523810.1_predictions.tsv
ENST00000520496.1	ENSG00000254314.1	chr8/ENST00000520496.1_predictions.tsv
ENST00000522541.1	ENSG00000253551.2	chr8/ENST00000522541.1_predictions.tsv
ENST00000522228.1	ENSG00000253924.2	chr8/ENST00000522228.1_predictions.tsv
ENST00000605049.1	ENSG00000271555.1	chr8/ENST00000605049.1_predictions.tsv
ENST00000529837.1	ENSG00000254687.1	chr8/ENST00000529837.1_predictions.tsv
ENST00000566892.1	ENSG00000260484.1	chr8/ENST00000566892.1_predictions.tsv
ENST00000521930.1	ENSG00000254204.1	chr8/ENST00000521930.1_predictions.tsv
ENST00000426023.1	ENSG00000237807.5	chr8/ENST00000426023.1_predictions.tsv
ENST00000606037.1	ENSG00000272457.1	chr8/ENST00000606037.1_predictions.tsv
ENST00000565668.2	ENSG00000260955.2	chr8/ENST00000565668.2_predictions.tsv
ENST00000522186.1	ENSG00000253976.1	chr8/ENST00000522186.1_predictions.tsv
ENST00000522559.2	ENSG00000253857.3	chr8/ENST00000522559.2_predictions.tsv
ENST00000522918.2	ENSG00000254357.2	chr8/ENST00000522918.2_predictions.tsv
ENST00000518552.2	ENSG00000254325.2	chr8/ENST00000518552.2_predictions.tsv
ENST00000521403.2	ENSG00000253603.2	chr8/ENST00000521403.2_predictions.tsv
ENST00000606048.1	ENSG00000272343.1	chr8/ENST00000606048.1_predictions.tsv
ENST00000518662.5	ENSG00000254254.8	chr8/ENST00000518662.5_predictions.tsv
ENST00000499425.2	ENSG00000246430.10	chr8/ENST00000499425.2_predictions.tsv
ENST00000521215.2	ENSG00000254055.2	chr8/ENST00000521215.2_predictions.tsv
ENST00000519241.6	ENSG00000253301.7	chr8/ENST00000519241.6_predictions.tsv
ENST00000522622.1	ENSG00000253614.1	chr8/ENST00000522622.1_predictions.tsv
ENST00000521663.2	ENSG00000215117.7	chr8/ENST00000521663.2_predictions.tsv
ENST00000519714.1	ENSG00000253871.3	chr8/ENST00000519714.1_predictions.tsv
ENST00000520370.1	ENSG00000253821.3	chr8/ENST00000520370.1_predictions.tsv
ENST00000520426.1	ENSG00000253322.2	chr8/ENST00000520426.1_predictions.tsv
ENST00000518934.3	ENSG00000254139.3	chr8/ENST00000518934.3_predictions.tsv
ENST00000522281.1	ENSG00000253376.3	chr8/ENST00000522281.1_predictions.tsv
ENST00000522992.1	ENSG00000205293.6	chr8/ENST00000522992.1_predictions.tsv
ENST00000518750.1	ENSG00000253523.1	chr8/ENST00000518750.1_predictions.tsv
ENST00000518536.1	ENSG00000253116.1	chr8/ENST00000518536.1_predictions.tsv
ENST00000519981.5	ENSG00000253281.8	chr8/ENST00000519981.5_predictions.tsv
ENST00000518011.2	ENSG00000254048.2	chr8/ENST00000518011.2_predictions.tsv
ENST00000518993.2	ENSG00000167912.9	chr8/ENST00000518993.2_predictions.tsv
ENST00000521456.2	ENSG00000253260.2	chr8/ENST00000521456.2_predictions.tsv
ENST00000522898.1	ENSG00000253879.2	chr8/ENST00000522898.1_predictions.tsv
ENST00000531077.2	ENSG00000254775.3	chr8/ENST00000531077.2_predictions.tsv
ENST00000506428.1	ENSG00000251396.10	chr8/ENST00000506428.1_predictions.tsv
ENST00000531379.1	ENSG00000255321.1	chr8/ENST00000531379.1_predictions.tsv
ENST00000526470.1	ENSG00000228862.6	chr8/ENST00000526470.1_predictions.tsv
ENST00000373384.5	ENSG00000255289.2	chr8/ENST00000373384.5_predictions.tsv
ENST00000534670.1	ENSG00000254432.1	chr8/ENST00000534670.1_predictions.tsv
ENST00000529234.5	ENSG00000254777.6	chr8/ENST00000529234.5_predictions.tsv
ENST00000525556.2	ENSG00000254802.2	chr8/ENST00000525556.2_predictions.tsv
ENST00000521378.1	ENSG00000254222.2	chr8/ENST00000521378.1_predictions.tsv
ENST00000518064.1	ENSG00000253711.1	chr8/ENST00000518064.1_predictions.tsv
ENST00000505627.2	ENSG00000251127.3	chr8/ENST00000505627.2_predictions.tsv
ENST00000519990.1	ENSG00000254119.6	chr8/ENST00000519990.1_predictions.tsv
ENST00000518489.1	ENSG00000253834.2	chr8/ENST00000518489.1_predictions.tsv
ENST00000518078.1	ENSG00000254050.1	chr8/ENST00000518078.1_predictions.tsv
ENST00000524309.1	ENSG00000240915.2	chr8/ENST00000524309.1_predictions.tsv
ENST00000521556.1	ENSG00000253121.1	chr8/ENST00000521556.1_predictions.tsv
ENST00000603538.3	ENSG00000270673.3	chr8/ENST00000603538.3_predictions.tsv
ENST00000569835.1	ENSG00000261542.1	chr8/ENST00000569835.1_predictions.tsv
ENST00000521221.6	ENSG00000253205.7	chr8/ENST00000521221.6_predictions.tsv
ENST00000518739.2	ENSG00000253894.3	chr8/ENST00000518739.2_predictions.tsv
ENST00000523265.2	ENSG00000253583.2	chr8/ENST00000523265.2_predictions.tsv
ENST00000523191.6	ENSG00000253554.8	chr8/ENST00000523191.6_predictions.tsv
ENST00000519550.1	ENSG00000253734.3	chr8/ENST00000519550.1_predictions.tsv
ENST00000520799.5	ENSG00000254377.9	chr8/ENST00000520799.5_predictions.tsv
ENST00000517909.1	ENSG00000254102.3	chr8/ENST00000517909.1_predictions.tsv
ENST00000519680.1	ENSG00000254330.1	chr8/ENST00000519680.1_predictions.tsv
ENST00000522106.5	ENSG00000254006.6	chr8/ENST00000522106.5_predictions.tsv
ENST00000627569.1	ENSG00000280725.3	chr8/ENST00000627569.1_predictions.tsv
ENST00000520902.2	ENSG00000254081.2	chr8/ENST00000520902.2_predictions.tsv
ENST00000606963.1	ENSG00000272010.1	chr8/ENST00000606963.1_predictions.tsv
ENST00000606067.1	ENSG00000272155.1	chr8/ENST00000606067.1_predictions.tsv
ENST00000607622.3	ENSG00000272192.3	chr8/ENST00000607622.3_predictions.tsv
ENST00000517961.4	ENSG00000253190.5	chr8/ENST00000517961.4_predictions.tsv
ENST00000518035.6	ENSG00000253138.6	chr8/ENST00000518035.6_predictions.tsv
ENST00000499642.2	ENSG00000246145.2	chr8/ENST00000499642.2_predictions.tsv
ENST00000607397.1	ENSG00000271966.2	chr8/ENST00000607397.1_predictions.tsv
ENST00000526382.1	ENSG00000255130.1	chr8/ENST00000526382.1_predictions.tsv
ENST00000526901.1	ENSG00000255206.1	chr8/ENST00000526901.1_predictions.tsv
ENST00000512294.7	ENSG00000248801.8	chr8/ENST00000512294.7_predictions.tsv
ENST00000522354.2	ENSG00000254337.3	chr8/ENST00000522354.2_predictions.tsv
ENST00000518540.5	ENSG00000253658.7	chr8/ENST00000518540.5_predictions.tsv
ENST00000520780.1	ENSG00000253373.1	chr8/ENST00000520780.1_predictions.tsv
ENST00000517343.7	ENSG00000253479.7	chr8/ENST00000517343.7_predictions.tsv
ENST00000533344.1	ENSG00000254557.1	chr8/ENST00000533344.1_predictions.tsv
ENST00000530194.1	ENSG00000246528.5	chr8/ENST00000530194.1_predictions.tsv
ENST00000623186.1	ENSG00000280393.1	chr8/ENST00000623186.1_predictions.tsv
ENST00000521051.1	ENSG00000253143.3	chr8/ENST00000521051.1_predictions.tsv
ENST00000520259.1	ENSG00000253967.2	chr8/ENST00000520259.1_predictions.tsv
ENST00000499227.6	ENSG00000246366.8	chr8/ENST00000499227.6_predictions.tsv
ENST00000521685.5	ENSG00000254031.7	chr8/ENST00000521685.5_predictions.tsv
ENST00000521131.2	ENSG00000254277.3	chr8/ENST00000521131.2_predictions.tsv
ENST00000517848.1	ENSG00000253287.2	chr8/ENST00000517848.1_predictions.tsv
ENST00000522519.5	ENSG00000235531.12	chr8/ENST00000522519.5_predictions.tsv
ENST00000523602.1	ENSG00000253317.1	chr8/ENST00000523602.1_predictions.tsv
ENST00000521224.1	ENSG00000254347.1	chr8/ENST00000521224.1_predictions.tsv
ENST00000519427.1	ENSG00000253726.1	chr8/ENST00000519427.1_predictions.tsv
ENST00000523881.1	ENSG00000253784.1	chr8/ENST00000523881.1_predictions.tsv
ENST00000564832.1	ENSG00000260838.3	chr8/ENST00000564832.1_predictions.tsv
ENST00000607665.1	ENSG00000272254.1	chr8/ENST00000607665.1_predictions.tsv
ENST00000517664.1	ENSG00000253636.2	chr8/ENST00000517664.1_predictions.tsv
ENST00000442274.1	ENSG00000237061.1	chr8/ENST00000442274.1_predictions.tsv
ENST00000514599.5	ENSG00000250295.7	chr8/ENST00000514599.5_predictions.tsv
ENST00000519134.1	ENSG00000253339.5	chr8/ENST00000519134.1_predictions.tsv
ENST00000517604.1	ENSG00000253302.1	chr8/ENST00000517604.1_predictions.tsv
ENST00000533978.1	ENSG00000254538.1	chr8/ENST00000533978.1_predictions.tsv
ENST00000519323.1	ENSG00000254288.2	chr8/ENST00000519323.1_predictions.tsv
ENST00000521872.2	ENSG00000253596.2	chr8/ENST00000521872.2_predictions.tsv
ENST00000523118.5	ENSG00000254349.7	chr8/ENST00000523118.5_predictions.tsv
ENST00000522127.2	ENSG00000254080.2	chr8/ENST00000522127.2_predictions.tsv
ENST00000518128.6	ENSG00000253706.6	chr8/ENST00000518128.6_predictions.tsv
ENST00000520696.1	ENSG00000254043.1	chr8/ENST00000520696.1_predictions.tsv
ENST00000520778.1	ENSG00000254238.1	chr8/ENST00000520778.1_predictions.tsv
ENST00000467082.2	ENSG00000253712.1	chr8/ENST00000467082.2_predictions.tsv
ENST00000504531.3	ENSG00000249395.5	chr8/ENST00000504531.3_predictions.tsv
ENST00000603284.2	ENSG00000270866.2	chr8/ENST00000603284.2_predictions.tsv
ENST00000518732.1	ENSG00000254300.1	chr8/ENST00000518732.1_predictions.tsv
ENST00000518143.3	ENSG00000253661.4	chr8/ENST00000518143.3_predictions.tsv
ENST00000524269.1	ENSG00000253681.1	chr8/ENST00000524269.1_predictions.tsv
ENST00000519660.1	ENSG00000253416.1	chr8/ENST00000519660.1_predictions.tsv
ENST00000518706.6	ENSG00000254366.8	chr8/ENST00000518706.6_predictions.tsv
ENST00000520603.1	ENSG00000254001.6	chr8/ENST00000520603.1_predictions.tsv
ENST00000522302.6	ENSG00000254266.7	chr8/ENST00000522302.6_predictions.tsv
ENST00000565862.1	ENSG00000260398.1	chr8/ENST00000565862.1_predictions.tsv
ENST00000565297.2	ENSG00000261618.2	chr8/ENST00000565297.2_predictions.tsv
ENST00000519983.2	ENSG00000253659.3	chr8/ENST00000519983.2_predictions.tsv
